"","Date","GRAND LARCENY","FELONY ASSAULT","ROBBERY","BURGLARY","GRAND LARCENY OF MOTOR VEHICLE","RAPE","MURDER"
"3369",2015-03-23,106,36,33,31,22,3,0
"3370",2015-03-24,88,55,41,34,13,1,1
"3371",2015-03-25,99,32,42,27,13,4,1
"3372",2015-03-26,97,28,36,26,16,2,3
"3373",2015-03-27,131,41,38,38,12,3,0
"3374",2015-03-28,117,81,45,33,14,5,0
"3375",2015-03-29,92,60,41,25,17,1,0
"3376",2015-03-30,101,39,49,34,19,4,2
"3377",2015-03-31,122,50,43,33,16,2,1
"3378",2015-04-01,146,51,41,42,18,7,0
"3379",2015-04-02,120,45,32,28,20,1,1
"3380",2015-04-03,124,53,43,43,21,2,0
"3381",2015-04-04,111,53,41,29,15,4,1
"3382",2015-04-05,70,70,28,30,11,1,2
"3383",2015-04-06,116,47,39,43,23,8,0
"3384",2015-04-07,90,42,47,31,14,1,0
"3385",2015-04-08,84,41,26,45,22,1,1
"3386",2015-04-09,105,32,33,37,26,1,0
"3387",2015-04-10,111,35,35,40,26,0,0
"3388",2015-04-11,123,53,47,35,16,3,0
"3389",2015-04-12,101,55,43,24,21,4,1
"3390",2015-04-13,109,52,36,49,17,2,1
"3391",2015-04-14,111,51,51,23,20,2,0
"3392",2015-04-15,133,56,45,33,20,5,3
"3393",2015-04-16,117,44,42,45,20,1,3
"3394",2015-04-17,120,63,52,39,14,4,2
"3395",2015-04-18,119,77,57,35,20,6,0
"3396",2015-04-19,94,68,45,28,20,5,3
"3397",2015-04-20,117,38,32,38,27,2,0
"3398",2015-04-21,113,58,38,40,23,2,1
"3399",2015-04-22,110,49,40,38,27,4,0
"3400",2015-04-23,119,53,39,37,21,1,0
"3401",2015-04-24,115,55,44,49,28,1,0
"3402",2015-04-25,106,48,43,36,28,3,0
"3403",2015-04-26,92,72,35,25,16,4,0
"3404",2015-04-27,128,49,34,37,32,4,4
"3405",2015-04-28,125,48,34,42,21,4,0
"3406",2015-04-29,128,80,39,46,18,2,1
"3407",2015-04-30,130,60,40,32,19,2,0
"3408",2015-05-01,174,55,49,53,22,8,0
"3409",2015-05-02,107,47,41,39,17,4,1
"3410",2015-05-03,86,98,45,29,20,3,0
"3411",2015-05-04,110,67,52,32,19,4,0
"3412",2015-05-05,126,69,31,43,21,4,1
"3413",2015-05-06,102,57,41,36,19,3,0
"3414",2015-05-07,115,54,45,43,12,4,1
"3415",2015-05-08,145,55,46,54,21,2,1
"3416",2015-05-09,99,77,41,31,31,5,1
"3417",2015-05-10,127,68,46,34,26,3,3
"3418",2015-05-11,106,56,60,36,27,2,3
"3419",2015-05-12,123,46,48,44,18,3,1
"3420",2015-05-13,112,59,49,59,22,4,1
"3421",2015-05-14,137,55,39,47,15,4,0
"3422",2015-05-15,125,47,44,64,25,1,0
"3423",2015-05-16,111,65,40,26,27,4,0
"3424",2015-05-17,102,64,33,22,21,4,1
"3425",2015-05-18,122,64,52,49,22,4,2
"3426",2015-05-19,113,44,37,41,18,4,1
"3427",2015-05-20,118,55,49,52,14,1,1
"3428",2015-05-21,118,49,46,40,24,3,0
"3429",2015-05-22,124,51,35,61,22,5,2
"3430",2015-05-23,104,76,43,41,20,4,1
"3431",2015-05-24,96,78,51,32,13,4,1
"3432",2015-05-25,86,59,44,27,22,4,1
"3433",2015-05-26,114,67,58,57,20,2,3
"3434",2015-05-27,114,62,66,47,22,3,1
"3435",2015-05-28,142,49,51,35,29,3,1
"3436",2015-05-29,147,41,61,48,27,3,2
"3437",2015-05-30,129,76,45,34,16,4,6
"3438",2015-05-31,96,63,49,38,7,3,0
"3439",2015-06-01,162,52,41,41,18,15,0
"3440",2015-06-02,106,38,45,46,21,5,2
"3441",2015-06-03,119,37,40,41,9,3,1
"3442",2015-06-04,128,46,32,52,18,3,0
"3443",2015-06-05,126,61,42,42,17,2,0
"3444",2015-06-06,104,63,44,40,27,4,1
"3445",2015-06-07,109,68,39,17,24,0,1
"3446",2015-06-08,126,59,29,49,22,0,1
"3447",2015-06-09,123,62,45,34,26,1,1
"3448",2015-06-10,126,66,42,46,20,6,3
"3449",2015-06-11,116,39,46,52,21,3,0
"3450",2015-06-12,113,65,40,49,17,3,1
"3451",2015-06-13,89,82,50,42,15,4,1
"3452",2015-06-14,95,66,36,31,22,7,1
"3453",2015-06-15,110,58,44,46,25,3,0
"3454",2015-06-16,104,56,50,54,8,5,0
"3455",2015-06-17,129,50,46,44,21,3,0
"3456",2015-06-18,126,48,44,48,29,4,1
"3457",2015-06-19,134,56,42,53,25,7,0
"3458",2015-06-20,102,76,53,29,13,2,1
"3459",2015-06-21,113,67,54,40,10,7,0
"3460",2015-06-22,118,65,47,45,31,7,1
"3461",2015-06-23,112,76,41,41,13,1,0
"3462",2015-06-24,119,55,49,42,20,4,0
"3463",2015-06-25,125,52,34,38,23,0,2
"3464",2015-06-26,130,56,50,59,17,5,1
"3465",2015-06-27,126,75,53,41,15,2,1
"3466",2015-06-28,111,57,41,34,11,1,1
"3467",2015-06-29,113,65,53,41,22,2,2
"3468",2015-06-30,141,62,31,50,20,5,0
"3469",2015-07-01,145,53,52,42,28,7,1
"3470",2015-07-02,114,47,39,44,26,1,0
"3471",2015-07-03,119,70,67,54,25,5,2
"3472",2015-07-04,97,79,48,26,17,5,1
"3473",2015-07-05,94,90,42,25,17,4,1
"3474",2015-07-06,107,59,41,39,17,3,0
"3475",2015-07-07,129,66,44,39,22,3,2
"3476",2015-07-08,123,49,38,37,22,5,1
"3477",2015-07-09,148,52,46,39,19,3,1
"3478",2015-07-10,114,58,37,35,22,6,0
"3479",2015-07-11,124,83,59,32,21,5,0
"3480",2015-07-12,111,92,72,30,28,5,0
"3481",2015-07-13,119,66,44,44,26,4,3
"3482",2015-07-14,114,55,33,35,20,8,1
"3483",2015-07-15,140,58,40,61,17,2,1
"3484",2015-07-16,125,52,49,52,21,0,1
"3485",2015-07-17,145,59,49,66,25,3,2
"3486",2015-07-18,111,74,57,28,20,5,2
"3487",2015-07-19,112,98,43,31,18,3,3
"3488",2015-07-20,138,50,50,51,20,5,0
"3489",2015-07-21,127,61,51,44,17,4,0
"3490",2015-07-22,142,56,58,56,20,0,1
"3491",2015-07-23,129,62,53,49,15,0,4
"3492",2015-07-24,145,53,46,57,21,6,1
"3493",2015-07-25,129,78,46,53,23,1,2
"3494",2015-07-26,117,99,59,36,25,5,1
"3495",2015-07-27,141,48,43,55,27,1,0
"3496",2015-07-28,138,62,65,35,26,2,0
"3497",2015-07-29,126,61,58,61,22,5,0
"3498",2015-07-30,134,55,54,49,27,5,0
"3499",2015-07-31,184,60,41,62,17,3,0
"3500",2015-08-01,155,81,60,49,20,7,1
"3501",2015-08-02,113,109,41,37,24,6,2
"3502",2015-08-03,139,61,45,55,18,2,0
"3503",2015-08-04,133,63,45,47,28,4,1
"3504",2015-08-05,130,62,60,46,19,3,1
"3505",2015-08-06,117,57,44,56,26,4,0
"3506",2015-08-07,147,68,48,64,21,2,2
"3507",2015-08-08,149,60,60,36,28,4,1
"3508",2015-08-09,100,77,46,32,10,4,0
"3509",2015-08-10,146,58,65,38,19,4,0
"3510",2015-08-11,112,53,53,40,25,3,0
"3511",2015-08-12,125,63,60,42,31,4,0
"3512",2015-08-13,142,72,50,35,30,7,1
"3513",2015-08-14,149,59,56,72,27,6,1
"3514",2015-08-15,134,57,59,39,21,5,1
"3515",2015-08-16,90,85,48,39,19,3,4
"3516",2015-08-17,102,77,39,48,17,3,1
"3517",2015-08-18,121,63,48,51,27,3,0
"3518",2015-08-19,130,58,50,53,29,1,0
"3519",2015-08-20,125,59,58,41,27,0,1
"3520",2015-08-21,141,61,52,61,24,2,2
"3521",2015-08-22,115,90,65,44,23,4,4
"3522",2015-08-23,112,103,57,37,25,2,1
"3523",2015-08-24,138,62,57,41,27,4,2
"3524",2015-08-25,145,61,48,44,31,5,1
"3525",2015-08-26,127,58,55,56,30,0,2
"3526",2015-08-27,130,45,51,43,23,0,0
"3527",2015-08-28,147,66,50,51,23,7,2
"3528",2015-08-29,129,67,67,34,15,5,1
"3529",2015-08-30,95,105,54,38,18,5,2
"3530",2015-08-31,108,63,50,34,25,1,1
"3531",2015-09-01,130,65,66,42,32,4,1
"3532",2015-09-02,116,73,51,30,15,3,0
"3533",2015-09-03,167,43,41,51,23,1,0
"3534",2015-09-04,160,58,46,66,26,1,3
"3535",2015-09-05,136,64,47,45,16,3,2
"3536",2015-09-06,102,79,42,33,21,9,0
"3537",2015-09-07,103,69,55,37,32,3,2
"3538",2015-09-08,142,49,48,32,22,0,2
"3539",2015-09-09,120,61,50,51,18,1,1
"3540",2015-09-10,142,34,51,38,33,3,1
"3541",2015-09-11,129,68,43,68,30,4,1
"3542",2015-09-12,123,80,55,52,22,4,1
"3543",2015-09-13,104,80,59,33,33,5,0
"3544",2015-09-14,119,46,52,38,24,3,2
"3545",2015-09-15,132,49,49,48,27,4,1
"3546",2015-09-16,116,48,53,46,27,4,1
"3547",2015-09-17,133,44,43,41,23,6,1
"3548",2015-09-18,146,65,56,51,28,3,0
"3549",2015-09-19,148,78,72,39,27,11,3
"3550",2015-09-20,105,79,60,47,23,9,4
"3551",2015-09-21,148,53,45,49,20,1,1
"3552",2015-09-22,122,70,56,53,27,3,0
"3553",2015-09-23,126,45,61,36,34,1,0
"3554",2015-09-24,107,41,35,45,29,2,0
"3555",2015-09-25,127,58,44,56,24,4,1
"3556",2015-09-26,92,74,41,46,18,5,2
"3557",2015-09-27,103,65,41,38,33,1,1
"3558",2015-09-28,132,59,56,52,30,1,2
"3559",2015-09-29,108,52,55,47,26,0,0
"3560",2015-09-30,103,49,46,58,27,3,1
"3561",2015-10-01,199,41,41,53,20,6,0
"3562",2015-10-02,137,52,47,44,19,3,0
"3563",2015-10-03,101,49,48,31,18,3,1
"3564",2015-10-04,116,65,42,37,26,5,4
"3565",2015-10-05,134,51,49,48,18,2,1
"3566",2015-10-06,129,64,47,52,18,4,1
"3567",2015-10-07,125,51,48,34,20,1,0
"3568",2015-10-08,126,49,46,53,16,3,1
"3569",2015-10-09,130,62,51,54,35,2,1
"3570",2015-10-10,136,73,50,41,22,4,0
"3571",2015-10-11,129,62,48,21,28,4,2
"3572",2015-10-12,128,51,52,44,28,2,1
"3573",2015-10-13,116,61,52,43,23,2,0
"3574",2015-10-14,127,52,31,52,19,5,1
"3575",2015-10-15,125,53,61,46,18,4,1
"3576",2015-10-16,119,47,61,54,24,4,0
"3577",2015-10-17,131,41,46,40,20,3,3
"3578",2015-10-18,94,68,52,32,17,3,1
"3579",2015-10-19,127,48,54,48,20,4,0
"3580",2015-10-20,139,52,45,49,17,1,1
"3581",2015-10-21,127,57,56,50,23,4,0
"3582",2015-10-22,137,54,62,45,26,6,1
"3583",2015-10-23,131,52,47,51,18,3,0
"3584",2015-10-24,95,49,45,37,20,4,0
"3585",2015-10-25,124,71,53,31,22,5,1
"3586",2015-10-26,123,40,51,40,25,0,3
"3587",2015-10-27,98,57,48,45,21,0,1
"3588",2015-10-28,111,37,51,50,23,4,1
"3589",2015-10-29,116,51,53,52,19,1,1
"3590",2015-10-30,126,58,59,50,17,6,0
"3591",2015-10-31,132,96,61,44,25,0,3
"3592",2015-11-01,117,95,60,24,19,3,1
"3593",2015-11-02,99,46,68,52,22,3,0
"3594",2015-11-03,120,52,48,46,21,3,0
"3595",2015-11-04,136,41,53,42,20,5,1
"3596",2015-11-05,110,68,52,42,18,3,0
"3597",2015-11-06,137,53,55,54,17,3,0
"3598",2015-11-07,133,71,48,47,19,3,0
"3599",2015-11-08,110,57,51,29,22,3,1
"3600",2015-11-09,124,47,50,46,23,2,2
"3601",2015-11-10,119,41,54,57,19,2,2
"3602",2015-11-11,99,44,48,31,15,1,1
"3603",2015-11-12,112,44,57,43,24,2,0
"3604",2015-11-13,142,45,47,47,19,4,0
"3605",2015-11-14,130,51,39,30,20,4,0
"3606",2015-11-15,88,57,38,33,20,5,2
"3607",2015-11-16,115,44,67,51,34,2,0
"3608",2015-11-17,113,49,48,57,27,1,0
"3609",2015-11-18,110,40,43,50,13,1,2
"3610",2015-11-19,118,51,49,45,20,5,0
"3611",2015-11-20,130,53,52,51,23,1,2
"3612",2015-11-21,117,62,33,43,23,3,1
"3613",2015-11-22,99,69,40,26,28,6,0
"3614",2015-11-23,105,40,48,54,20,1,0
"3615",2015-11-24,110,44,52,52,14,2,2
"3616",2015-11-25,111,64,53,60,22,1,1
"3617",2015-11-26,84,60,32,43,18,6,1
"3618",2015-11-27,132,52,44,40,16,6,2
"3619",2015-11-28,96,56,51,43,19,7,1
"3620",2015-11-29,97,45,51,26,14,2,0
"3621",2015-11-30,113,49,44,47,21,2,0
"3622",2015-12-01,118,35,56,42,19,3,1
"3623",2015-12-02,114,40,62,52,20,3,0
"3624",2015-12-03,110,33,41,34,13,4,2
"3625",2015-12-04,128,38,56,58,21,2,0
"3626",2015-12-05,106,68,51,27,14,0,1
"3627",2015-12-06,104,64,47,28,11,6,1
"3628",2015-12-07,119,50,52,37,12,7,1
"3629",2015-12-08,117,35,57,39,13,1,0
"3630",2015-12-09,98,53,46,36,20,2,1
"3631",2015-12-10,112,44,60,44,11,5,1
"3632",2015-12-11,139,67,48,52,25,0,2
"3633",2015-12-12,136,86,61,30,23,4,0
"3634",2015-12-13,117,61,77,24,17,3,1
"3635",2015-12-14,118,48,45,60,18,1,1
"3636",2015-12-15,106,51,48,54,16,4,0
"3637",2015-12-16,128,37,53,48,12,2,0
"3638",2015-12-17,99,48,31,50,17,1,1
"3639",2015-12-18,138,46,62,57,21,1,0
"3640",2015-12-19,101,66,44,52,20,1,2
"3641",2015-12-20,104,59,46,32,18,3,1
"3642",2015-12-21,95,47,54,33,14,5,0
"3643",2015-12-22,129,32,56,42,16,2,0
"3644",2015-12-23,97,34,42,43,15,0,0
"3645",2015-12-24,121,45,46,47,14,3,1
"3646",2015-12-25,59,76,40,31,16,4,0
"3647",2015-12-26,94,63,44,29,11,5,1
"3648",2015-12-27,86,54,47,31,16,2,0
"3649",2015-12-28,77,33,53,32,24,4,2
"3650",2015-12-29,74,35,48,37,15,1,0
"3651",2015-12-30,90,41,51,29,13,2,1
"3652",2015-12-31,53,43,37,25,7,0,1
