"","Date","GRAND LARCENY","FELONY ASSAULT","ROBBERY","BURGLARY","GRAND LARCENY OF MOTOR VEHICLE","RAPE","MURDER"
"1698",2010-08-25,102,45,74,60,24,2,1
"1699",2010-08-26,130,35,58,74,33,3,1
"1700",2010-08-27,119,44,58,50,31,3,1
"1701",2010-08-28,82,63,67,54,25,3,1
"1702",2010-08-29,90,77,49,38,26,8,3
"1703",2010-08-30,120,51,66,63,34,0,2
"1704",2010-08-31,100,39,61,46,39,4,1
"1705",2010-09-01,130,52,51,57,34,16,2
"1706",2010-09-02,110,51,54,66,20,2,2
"1707",2010-09-03,126,53,62,57,25,1,5
"1708",2010-09-04,109,59,62,61,23,6,0
"1709",2010-09-05,95,69,47,35,21,10,2
"1710",2010-09-06,95,78,47,49,23,2,2
"1711",2010-09-07,109,49,48,50,26,3,0
"1712",2010-09-08,115,45,42,71,51,4,1
"1713",2010-09-09,121,42,46,50,24,2,3
"1714",2010-09-10,150,47,52,61,34,3,1
"1715",2010-09-11,111,57,61,52,36,6,2
"1716",2010-09-12,85,41,40,30,37,8,1
"1717",2010-09-13,111,32,49,49,38,1,0
"1718",2010-09-14,115,34,40,49,39,2,1
"1719",2010-09-15,124,38,55,57,25,0,2
"1720",2010-09-16,101,44,46,78,32,2,0
"1721",2010-09-17,121,53,56,73,33,2,1
"1722",2010-09-18,91,58,50,58,30,2,0
"1723",2010-09-19,98,57,47,42,35,2,1
"1724",2010-09-20,107,42,68,71,29,4,0
"1725",2010-09-21,132,43,67,57,36,1,2
"1726",2010-09-22,100,46,66,69,36,2,1
"1727",2010-09-23,126,44,60,52,52,3,2
"1728",2010-09-24,131,64,83,77,30,5,5
"1729",2010-09-25,117,64,75,55,36,10,2
"1730",2010-09-26,80,65,78,32,26,5,1
"1731",2010-09-27,128,48,66,64,40,2,1
"1732",2010-09-28,96,50,60,65,23,2,1
"1733",2010-09-29,132,41,69,57,28,3,4
"1734",2010-09-30,122,39,68,64,29,4,4
"1735",2010-10-01,151,48,78,83,36,12,2
"1736",2010-10-02,134,50,50,44,30,3,1
"1737",2010-10-03,96,46,61,38,20,6,2
"1738",2010-10-04,117,41,68,58,24,3,4
"1739",2010-10-05,128,30,76,66,32,5,3
"1740",2010-10-06,110,53,59,53,33,1,1
"1741",2010-10-07,106,36,66,59,26,6,0
"1742",2010-10-08,112,43,68,64,34,2,1
"1743",2010-10-09,112,59,49,45,26,4,1
"1744",2010-10-10,89,63,57,38,24,4,1
"1745",2010-10-11,94,34,57,52,30,3,2
"1746",2010-10-12,116,39,82,62,31,3,5
"1747",2010-10-13,120,42,61,52,33,6,2
"1748",2010-10-14,109,42,72,62,30,4,0
"1749",2010-10-15,117,40,70,90,30,4,1
"1750",2010-10-16,111,49,57,47,22,6,0
"1751",2010-10-17,99,53,72,26,23,4,1
"1752",2010-10-18,107,34,68,54,28,4,2
"1753",2010-10-19,99,30,62,56,24,0,0
"1754",2010-10-20,130,47,75,76,24,2,0
"1755",2010-10-21,105,38,57,69,33,6,1
"1756",2010-10-22,140,30,73,73,34,2,0
"1757",2010-10-23,133,53,64,35,31,9,4
"1758",2010-10-24,105,59,62,38,26,8,1
"1759",2010-10-25,107,43,72,70,33,1,2
"1760",2010-10-26,121,40,60,66,34,5,1
"1761",2010-10-27,128,49,82,56,28,7,1
"1762",2010-10-28,144,37,67,73,23,3,5
"1763",2010-10-29,141,34,82,58,23,3,0
"1764",2010-10-30,119,58,53,43,31,4,2
"1765",2010-10-31,112,64,50,37,25,5,1
"1766",2010-11-01,140,51,64,62,25,14,1
"1767",2010-11-02,113,32,52,44,28,3,1
"1768",2010-11-03,122,37,62,65,24,4,1
"1769",2010-11-04,97,32,55,46,22,3,0
"1770",2010-11-05,114,41,69,69,35,2,0
"1771",2010-11-06,89,57,50,46,35,5,2
"1772",2010-11-07,125,57,47,36,25,4,3
"1773",2010-11-08,109,32,72,67,22,1,5
"1774",2010-11-09,104,51,48,60,28,1,0
"1775",2010-11-10,117,41,70,57,16,4,2
"1776",2010-11-11,75,38,65,42,24,7,0
"1777",2010-11-12,135,47,65,84,29,3,1
"1778",2010-11-13,116,67,62,35,28,4,3
"1779",2010-11-14,106,63,36,53,30,5,3
"1780",2010-11-15,124,33,89,64,35,6,0
"1781",2010-11-16,105,42,63,49,33,4,0
"1782",2010-11-17,125,39,64,74,41,3,0
"1783",2010-11-18,133,52,73,67,22,2,0
"1784",2010-11-19,128,41,67,73,23,3,1
"1785",2010-11-20,112,58,42,47,30,4,2
"1786",2010-11-21,73,68,60,38,20,6,2
"1787",2010-11-22,127,46,62,59,33,4,0
"1788",2010-11-23,117,40,59,52,25,5,3
"1789",2010-11-24,122,33,61,88,26,6,3
"1790",2010-11-25,53,53,42,46,19,3,0
"1791",2010-11-26,130,64,47,55,18,3,0
"1792",2010-11-27,111,41,40,43,23,3,3
"1793",2010-11-28,82,69,57,27,22,3,1
"1794",2010-11-29,110,39,69,65,31,0,3
"1795",2010-11-30,127,44,73,53,28,1,3
"1796",2010-12-01,155,35,60,63,34,7,0
"1797",2010-12-02,100,38,47,59,20,2,1
"1798",2010-12-03,136,40,59,47,35,5,0
"1799",2010-12-04,117,55,60,50,37,5,1
"1800",2010-12-05,91,67,40,32,24,5,0
"1801",2010-12-06,113,30,61,65,31,2,1
"1802",2010-12-07,128,35,62,53,26,2,1
"1803",2010-12-08,110,38,53,36,29,5,1
"1804",2010-12-09,101,33,46,55,28,2,3
"1805",2010-12-10,139,37,60,64,31,5,3
"1806",2010-12-11,121,54,59,44,30,4,2
"1807",2010-12-12,89,52,55,26,30,2,1
"1808",2010-12-13,118,36,60,55,27,2,2
"1809",2010-12-14,103,33,52,47,30,1,0
"1810",2010-12-15,107,30,61,70,28,3,0
"1811",2010-12-16,134,54,59,52,27,4,0
"1812",2010-12-17,140,32,66,79,33,3,2
"1813",2010-12-18,136,43,62,38,22,1,1
"1814",2010-12-19,99,57,52,32,36,1,0
"1815",2010-12-20,126,44,61,53,17,1,1
"1816",2010-12-21,121,37,71,61,29,1,0
"1817",2010-12-22,124,33,51,80,27,2,3
"1818",2010-12-23,133,38,51,78,21,3,1
"1819",2010-12-24,118,52,58,57,36,3,0
"1820",2010-12-25,65,41,35,18,22,2,0
"1821",2010-12-26,70,29,38,21,24,0,3
"1822",2010-12-27,43,19,36,22,14,1,0
"1823",2010-12-28,66,37,28,33,10,1,1
"1824",2010-12-29,79,40,47,31,15,0,5
"1825",2010-12-30,125,43,73,41,18,4,0
"1826",2010-12-31,137,44,52,67,26,5,2
"1827",2011-01-01,171,132,60,34,22,42,1
"1828",2011-01-02,75,56,42,25,26,1,0
"1829",2011-01-03,93,33,55,49,30,4,0
"1830",2011-01-04,97,44,55,40,25,4,0
"1831",2011-01-05,89,36,61,47,29,4,1
"1832",2011-01-06,77,41,54,69,30,2,1
"1833",2011-01-07,92,38,73,59,18,4,1
"1834",2011-01-08,78,53,44,31,32,3,0
"1835",2011-01-09,73,50,41,32,19,5,2
"1836",2011-01-10,97,39,54,47,26,1,4
"1837",2011-01-11,97,41,55,76,24,2,0
"1838",2011-01-12,63,31,44,36,22,5,0
"1839",2011-01-13,88,37,44,48,22,1,1
"1840",2011-01-14,107,44,48,69,28,2,3
"1841",2011-01-15,114,48,42,47,31,6,0
"1842",2011-01-16,86,66,49,33,17,4,0
"1843",2011-01-17,72,44,48,40,23,1,0
"1844",2011-01-18,102,50,56,45,27,1,0
"1845",2011-01-19,100,36,72,61,21,7,0
"1846",2011-01-20,103,38,59,63,16,6,1
"1847",2011-01-21,100,40,51,64,24,4,1
"1848",2011-01-22,87,59,49,23,20,2,0
"1849",2011-01-23,91,65,38,20,30,4,2
"1850",2011-01-24,73,45,53,45,23,1,2
"1851",2011-01-25,83,31,60,47,28,4,0
"1852",2011-01-26,77,32,59,50,23,4,0
"1853",2011-01-27,69,26,37,26,9,3,0
"1854",2011-01-28,85,41,42,44,20,9,1
"1855",2011-01-29,78,43,30,39,25,2,1
"1856",2011-01-30,74,72,44,29,24,2,1
"1857",2011-01-31,82,40,49,37,19,5,0
"1858",2011-02-01,121,34,49,43,27,16,0
"1859",2011-02-02,71,39,29,37,18,1,2
"1860",2011-02-03,92,36,42,52,23,2,0
"1861",2011-02-04,115,29,46,55,22,4,1
"1862",2011-02-05,95,52,39,44,22,3,3
"1863",2011-02-06,84,62,47,33,25,2,2
"1864",2011-02-07,84,48,60,60,15,2,1
"1865",2011-02-08,95,40,35,51,28,2,0
"1866",2011-02-09,90,38,35,53,28,2,2
"1867",2011-02-10,87,32,53,43,17,4,3
"1868",2011-02-11,109,37,43,68,29,4,4
"1869",2011-02-12,82,46,35,34,20,1,4
"1870",2011-02-13,87,66,41,30,12,4,0
"1871",2011-02-14,90,34,42,33,27,7,0
"1872",2011-02-15,104,41,57,42,27,3,0
"1873",2011-02-16,97,44,44,47,33,6,0
"1874",2011-02-17,104,51,60,49,19,5,0
"1875",2011-02-18,86,50,41,65,22,3,0
"1876",2011-02-19,77,55,45,44,24,3,0
"1877",2011-02-20,74,53,33,28,31,4,2
"1878",2011-02-21,52,38,41,42,20,4,0
"1879",2011-02-22,78,42,45,44,21,4,0
"1880",2011-02-23,88,39,35,37,33,1,0
"1881",2011-02-24,82,37,36,50,23,3,1
"1882",2011-02-25,84,31,45,54,26,6,0
"1883",2011-02-26,83,54,37,30,30,2,1
"1884",2011-02-27,78,66,44,30,20,6,1
"1885",2011-02-28,71,35,41,55,26,4,1
"1886",2011-03-01,133,48,44,49,24,8,0
"1887",2011-03-02,83,37,50,45,21,1,3
"1888",2011-03-03,92,31,35,43,28,2,0
"1889",2011-03-04,107,40,39,54,25,2,0
"1890",2011-03-05,100,58,49,33,35,3,1
"1891",2011-03-06,59,55,34,30,17,5,1
"1892",2011-03-07,92,31,43,31,21,1,0
"1893",2011-03-08,90,33,49,55,21,2,0
"1894",2011-03-09,88,40,37,51,30,3,1
"1895",2011-03-10,74,30,41,56,44,4,2
"1896",2011-03-11,122,57,51,63,36,4,1
"1897",2011-03-12,105,68,51,46,30,5,2
"1898",2011-03-13,72,54,39,21,29,5,5
"1899",2011-03-14,97,46,42,48,17,0,1
"1900",2011-03-15,116,47,47,38,27,4,0
"1901",2011-03-16,75,38,40,41,19,3,3
"1902",2011-03-17,108,37,46,46,27,0,2
"1903",2011-03-18,119,54,49,40,30,5,1
"1904",2011-03-19,92,97,39,38,15,8,2
"1905",2011-03-20,72,56,45,39,24,2,1
"1906",2011-03-21,104,34,45,45,22,3,1
"1907",2011-03-22,90,61,59,33,26,6,1
"1908",2011-03-23,91,38,56,43,22,3,1
"1909",2011-03-24,100,38,63,59,27,2,1
"1910",2011-03-25,106,38,43,58,22,4,0
"1911",2011-03-26,112,37,32,28,21,4,2
"1912",2011-03-27,99,56,38,26,12,7,1
"1913",2011-03-28,95,44,45,55,31,3,2
"1914",2011-03-29,89,33,32,44,21,3,0
"1915",2011-03-30,113,39,52,54,23,1,1
"1916",2011-03-31,85,46,48,49,23,7,1
"1917",2011-04-01,161,43,62,61,21,6,1
"1918",2011-04-02,92,72,44,37,20,4,1
"1919",2011-04-03,95,52,32,26,19,0,2
"1920",2011-04-04,81,49,46,62,25,3,1
"1921",2011-04-05,92,44,47,38,17,5,1
"1922",2011-04-06,105,43,60,48,23,3,2
"1923",2011-04-07,85,50,57,49,29,3,2
"1924",2011-04-08,111,50,52,57,20,2,1
"1925",2011-04-09,122,69,42,30,26,4,0
"1926",2011-04-10,83,61,41,23,26,4,2
"1927",2011-04-11,102,68,50,51,19,2,2
"1928",2011-04-12,99,46,52,52,22,4,3
"1929",2011-04-13,97,47,43,53,12,5,0
"1930",2011-04-14,110,52,50,60,20,5,1
"1931",2011-04-15,125,48,55,58,28,5,0
"1932",2011-04-16,83,36,32,39,33,4,1
"1933",2011-04-17,92,52,41,37,23,6,4
"1934",2011-04-18,116,38,37,40,27,3,2
"1935",2011-04-19,85,34,46,54,27,5,2
"1936",2011-04-20,96,43,37,48,23,2,0
"1937",2011-04-21,84,40,39,37,23,4,0
"1938",2011-04-22,123,32,43,52,18,7,0
"1939",2011-04-23,86,53,38,30,24,5,3
"1940",2011-04-24,83,72,49,37,21,0,2
"1941",2011-04-25,86,73,44,32,19,1,1
"1942",2011-04-26,89,60,40,45,24,5,1
"1943",2011-04-27,107,51,64,46,19,5,2
"1944",2011-04-28,95,34,52,54,22,1,2
"1945",2011-04-29,130,44,54,62,36,3,3
"1946",2011-04-30,98,53,60,39,27,3,1
"1947",2011-05-01,123,64,54,46,29,13,0
"1948",2011-05-02,98,40,48,51,25,4,2
"1949",2011-05-03,92,58,53,62,18,3,5
"1950",2011-05-04,112,43,45,43,20,5,2
"1951",2011-05-05,85,51,60,62,14,4,3
"1952",2011-05-06,146,60,55,60,25,6,1
"1953",2011-05-07,108,64,41,31,17,8,0
"1954",2011-05-08,86,59,54,42,17,5,0
"1955",2011-05-09,125,55,49,53,16,3,3
"1956",2011-05-10,109,48,51,51,26,1,3
"1957",2011-05-11,119,62,53,72,21,2,2
"1958",2011-05-12,118,62,54,52,18,4,1
"1959",2011-05-13,140,63,68,60,26,4,1
"1960",2011-05-14,92,53,48,44,15,5,2
"1961",2011-05-15,94,69,54,22,26,5,1
"1962",2011-05-16,97,41,61,51,25,0,0
"1963",2011-05-17,112,51,63,45,23,1,1
"1964",2011-05-18,106,43,59,53,30,1,2
"1965",2011-05-19,114,52,47,55,21,1,2
"1966",2011-05-20,121,39,54,75,32,5,0
"1967",2011-05-21,99,73,46,35,21,4,1
"1968",2011-05-22,71,61,50,36,28,3,0
"1969",2011-05-23,96,45,73,61,25,1,0
"1970",2011-05-24,95,55,47,55,17,4,2
"1971",2011-05-25,100,51,57,58,20,4,3
"1972",2011-05-26,89,62,60,57,27,2,1
"1973",2011-05-27,115,67,48,67,26,5,1
"1974",2011-05-28,112,69,52,46,17,2,2
"1975",2011-05-29,75,84,48,47,19,9,5
"1976",2011-05-30,91,67,54,46,24,2,2
"1977",2011-05-31,95,46,48,35,21,3,1
"1978",2011-06-01,177,67,59,50,27,16,3
"1979",2011-06-02,103,57,59,54,24,6,0
"1980",2011-06-03,107,46,63,47,22,3,0
"1981",2011-06-04,103,80,58,37,31,7,0
"1982",2011-06-05,93,66,45,39,23,3,1
"1983",2011-06-06,103,52,53,56,18,1,2
"1984",2011-06-07,101,61,51,66,18,3,0
"1985",2011-06-08,95,50,54,41,21,2,1
"1986",2011-06-09,112,51,44,45,24,5,3
"1987",2011-06-10,123,45,48,63,20,4,1
"1988",2011-06-11,103,78,49,40,16,5,0
"1989",2011-06-12,101,65,52,32,25,2,2
"1990",2011-06-13,111,46,81,60,24,2,0
"1991",2011-06-14,111,47,59,53,27,10,1
"1992",2011-06-15,128,47,47,64,21,6,1
"1993",2011-06-16,106,68,54,41,34,4,1
"1994",2011-06-17,118,47,44,66,14,4,2
"1995",2011-06-18,107,76,58,44,19,3,3
"1996",2011-06-19,74,93,42,40,21,3,1
"1997",2011-06-20,114,64,58,60,16,1,0
"1998",2011-06-21,124,48,62,55,27,0,2
"1999",2011-06-22,115,47,70,58,20,1,0
"2000",2011-06-23,102,43,62,65,20,8,0
"2001",2011-06-24,130,39,47,71,21,2,2
"2002",2011-06-25,117,87,48,60,36,8,1
"2003",2011-06-26,95,75,55,41,22,6,2
"2004",2011-06-27,133,46,66,56,31,4,2
"2005",2011-06-28,138,76,58,65,23,4,2
"2006",2011-06-29,116,53,52,61,35,3,3
"2007",2011-06-30,139,48,48,51,29,3,2
"2008",2011-07-01,155,60,48,71,22,16,1
"2009",2011-07-02,106,58,63,60,21,2,6
"2010",2011-07-03,85,55,51,30,23,2,2
"2011",2011-07-04,81,57,62,44,28,4,2
"2012",2011-07-05,129,80,57,48,15,7,4
"2013",2011-07-06,100,44,45,50,19,3,1
"2014",2011-07-07,109,45,54,53,29,2,0
"2015",2011-07-08,106,49,54,68,28,1,2
"2016",2011-07-09,119,66,58,44,25,4,0
"2017",2011-07-10,75,70,48,42,32,5,1
"2018",2011-07-11,107,50,49,58,25,2,1
"2019",2011-07-12,115,59,59,57,27,0,2
"2020",2011-07-13,105,50,59,60,36,6,2
"2021",2011-07-14,138,58,56,53,29,3,3
"2022",2011-07-15,132,61,43,76,22,8,0
"2023",2011-07-16,101,67,44,36,35,5,1
"2024",2011-07-17,95,88,53,41,34,5,3
"2025",2011-07-18,101,54,73,61,26,2,0
"2026",2011-07-19,109,38,59,52,30,2,0
"2027",2011-07-20,104,57,64,53,21,2,1
"2028",2011-07-21,94,54,56,53,38,1,1
"2029",2011-07-22,110,56,47,61,34,8,1
"2030",2011-07-23,116,50,61,54,22,7,3
"2031",2011-07-24,95,68,62,41,28,5,1
"2032",2011-07-25,116,51,63,70,36,2,3
"2033",2011-07-26,106,44,61,75,42,5,2
"2034",2011-07-27,102,62,55,58,33,3,0
"2035",2011-07-28,113,47,66,57,35,3,2
"2036",2011-07-29,123,44,56,69,26,4,1
"2037",2011-07-30,104,76,59,50,26,4,5
"2038",2011-07-31,100,87,71,39,30,6,0
"2039",2011-08-01,170,51,61,56,27,9,2
"2040",2011-08-02,113,52,44,59,24,2,3
"2041",2011-08-03,98,44,63,63,38,3,2
"2042",2011-08-04,123,51,50,64,31,4,4
"2043",2011-08-05,143,46,52,67,32,9,0
"2044",2011-08-06,107,62,54,59,21,6,3
"2045",2011-08-07,91,70,57,41,32,6,2
"2046",2011-08-08,107,56,54,53,31,4,2
"2047",2011-08-09,121,51,49,55,26,1,1
"2048",2011-08-10,118,44,57,50,31,1,1
"2049",2011-08-11,125,48,42,67,36,4,0
"2050",2011-08-12,127,54,66,68,17,4,0
"2051",2011-08-13,104,68,59,66,28,6,4
"2052",2011-08-14,77,45,55,37,36,7,1
"2053",2011-08-15,134,33,69,74,27,5,1
"2054",2011-08-16,113,53,60,53,33,1,1
"2055",2011-08-17,122,41,59,62,30,7,1
"2056",2011-08-18,108,39,58,57,27,3,1
"2057",2011-08-19,152,52,61,70,26,5,0
"2058",2011-08-20,116,71,71,43,19,5,1
"2059",2011-08-21,70,97,76,33,27,4,5
"2060",2011-08-22,128,40,67,62,38,3,2
"2061",2011-08-23,111,53,54,68,26,4,3
"2062",2011-08-24,126,41,53,71,40,4,0
"2063",2011-08-25,112,38,45,60,34,3,0
"2064",2011-08-26,144,52,69,66,36,3,2
"2065",2011-08-27,68,73,62,78,26,3,3
"2066",2011-08-28,49,44,31,29,16,2,1
"2067",2011-08-29,136,61,55,43,29,2,3
"2068",2011-08-30,128,54,58,57,38,2,1
"2069",2011-08-31,113,50,62,55,17,2,2
"2070",2011-09-01,175,52,47,59,25,8,2
"2071",2011-09-02,132,47,46,64,31,1,5
"2072",2011-09-03,100,59,63,55,28,5,3
"2073",2011-09-04,102,111,52,39,31,4,3
"2074",2011-09-05,108,81,57,47,32,3,3
"2075",2011-09-06,99,57,50,43,33,3,1
"2076",2011-09-07,103,31,49,50,26,2,1
"2077",2011-09-08,94,36,57,57,44,5,2
"2078",2011-09-09,115,49,62,59,35,3,0
"2079",2011-09-10,103,75,49,46,32,1,1
"2080",2011-09-11,101,72,54,33,25,5,1
"2081",2011-09-12,124,47,60,45,25,4,0
"2082",2011-09-13,131,45,59,65,24,2,0
"2083",2011-09-14,120,34,66,57,25,0,3
"2084",2011-09-15,122,39,50,51,30,4,2
"2085",2011-09-16,130,41,61,65,29,8,1
"2086",2011-09-17,118,59,60,29,17,2,2
"2087",2011-09-18,92,73,59,38,18,1,2
"2088",2011-09-19,117,45,82,79,33,3,3
"2089",2011-09-20,124,48,67,53,17,1,0
"2090",2011-09-21,119,44,75,72,29,1,1
"2091",2011-09-22,115,36,68,81,27,1,1
"2092",2011-09-23,118,57,65,68,41,3,1
"2093",2011-09-24,98,73,67,41,28,5,4
"2094",2011-09-25,102,87,79,31,38,4,3
"2095",2011-09-26,114,46,84,70,34,4,1
"2096",2011-09-27,103,46,74,70,33,2,0
"2097",2011-09-28,114,49,53,67,38,4,1
"2098",2011-09-29,134,38,67,56,29,0,1
"2099",2011-09-30,127,65,69,59,23,3,3
"2100",2011-10-01,154,58,45,51,30,11,2
"2101",2011-10-02,93,48,62,33,29,2,2
"2102",2011-10-03,106,37,64,68,20,2,1
"2103",2011-10-04,97,42,48,59,20,1,3
"2104",2011-10-05,124,32,66,69,33,3,0
"2105",2011-10-06,103,33,59,59,24,2,1
"2106",2011-10-07,118,47,65,83,29,2,1
"2107",2011-10-08,77,62,48,41,30,5,1
"2108",2011-10-09,101,63,49,27,24,4,1
"2109",2011-10-10,102,62,58,48,27,6,1
"2110",2011-10-11,120,41,72,64,31,4,1
"2111",2011-10-12,109,30,61,57,33,0,2
"2112",2011-10-13,121,44,76,64,31,4,2
"2113",2011-10-14,116,38,75,74,21,3,2
"2114",2011-10-15,135,64,55,59,30,4,1
"2115",2011-10-16,105,71,58,33,32,2,2
"2116",2011-10-17,111,46,63,69,20,3,4
"2117",2011-10-18,120,39,51,55,19,2,0
"2118",2011-10-19,111,52,56,61,33,4,1
"2119",2011-10-20,137,55,57,58,29,3,3
"2120",2011-10-21,128,42,80,65,40,1,2
"2121",2011-10-22,116,65,69,50,26,3,0
"2122",2011-10-23,84,54,53,33,21,4,2
"2123",2011-10-24,118,46,77,69,23,0,1
"2124",2011-10-25,112,42,70,59,25,3,1
"2125",2011-10-26,128,34,78,55,22,2,0
"2126",2011-10-27,137,38,58,44,15,2,0
"2127",2011-10-28,158,42,79,87,33,6,4
"2128",2011-10-29,94,59,46,40,26,3,3
"2129",2011-10-30,92,55,53,37,25,8,1
"2130",2011-10-31,128,51,76,60,25,2,1
"2131",2011-11-01,186,55,72,45,28,12,1
"2132",2011-11-02,106,42,48,54,28,1,1
"2133",2011-11-03,109,44,50,57,20,4,0
"2134",2011-11-04,130,45,68,52,26,9,0
"2135",2011-11-05,135,52,44,35,26,7,2
"2136",2011-11-06,88,50,55,32,21,5,0
"2137",2011-11-07,115,54,80,70,21,2,1
"2138",2011-11-08,106,31,56,39,21,4,1
"2139",2011-11-09,117,45,55,55,24,0,0
"2140",2011-11-10,104,48,52,59,39,6,0
"2141",2011-11-11,128,29,52,60,27,1,3
"2142",2011-11-12,102,56,45,34,23,10,2
"2143",2011-11-13,109,50,56,41,25,2,4
"2144",2011-11-14,127,43,60,72,18,7,1
"2145",2011-11-15,120,68,55,53,34,2,4
"2146",2011-11-16,105,37,57,60,25,4,0
"2147",2011-11-17,114,50,58,60,35,3,1
"2148",2011-11-18,115,39,53,70,30,5,1
"2149",2011-11-19,121,56,51,45,19,3,1
"2150",2011-11-20,82,59,55,37,26,1,1
"2151",2011-11-21,110,48,86,74,24,0,2
"2152",2011-11-22,137,37,79,68,34,2,1
"2153",2011-11-23,140,52,65,89,41,5,3
"2154",2011-11-24,79,50,34,51,15,6,2
"2155",2011-11-25,151,59,53,48,15,3,0
"2156",2011-11-26,109,60,73,46,34,4,1
"2157",2011-11-27,91,51,71,44,24,5,1
"2158",2011-11-28,118,39,68,75,28,2,0
"2159",2011-11-29,108,46,70,66,17,2,0
"2160",2011-11-30,121,39,69,75,17,3,0
"2161",2011-12-01,143,37,54,70,23,9,2
"2162",2011-12-02,119,58,58,73,32,4,2
"2163",2011-12-03,115,39,37,33,21,1,1
"2164",2011-12-04,93,76,49,42,13,4,2
"2165",2011-12-05,133,49,71,79,24,4,1
"2166",2011-12-06,111,47,73,49,23,7,1
"2167",2011-12-07,85,51,56,71,22,5,1
"2168",2011-12-08,121,35,48,61,25,2,1
"2169",2011-12-09,126,45,60,82,15,5,0
"2170",2011-12-10,118,53,61,54,32,3,1
"2171",2011-12-11,100,54,43,24,33,3,2
"2172",2011-12-12,119,35,59,68,30,1,5
"2173",2011-12-13,113,42,52,69,28,2,0
"2174",2011-12-14,120,45,63,64,26,1,0
"2175",2011-12-15,146,48,70,65,25,3,2
"2176",2011-12-16,139,38,73,76,31,4,1
"2177",2011-12-17,112,51,46,48,19,1,2
"2178",2011-12-18,90,49,52,44,21,0,1
"2179",2011-12-19,123,37,66,69,30,0,1
"2180",2011-12-20,144,37,77,54,24,3,1
"2181",2011-12-21,132,44,70,79,31,5,2
"2182",2011-12-22,135,36,79,77,15,1,2
"2183",2011-12-23,152,41,81,91,28,3,2
"2184",2011-12-24,105,59,50,61,20,2,1
"2185",2011-12-25,52,48,29,36,22,1,0
"2186",2011-12-26,83,36,37,42,33,5,3
"2187",2011-12-27,85,43,68,35,30,3,0
"2188",2011-12-28,110,24,53,54,29,2,0
"2189",2011-12-29,106,34,48,55,33,2,0
"2190",2011-12-30,129,51,76,56,23,3,1
"2191",2011-12-31,124,81,62,63,19,7,2
"2192",2012-01-01,150,103,62,39,22,27,2
"2193",2012-01-02,80,42,54,44,10,1,1
"2194",2012-01-03,104,36,39,51,26,4,1
"2195",2012-01-04,80,33,43,47,31,2,0
"2196",2012-01-05,97,41,53,52,17,2,0
"2197",2012-01-06,120,48,55,77,18,3,3
"2198",2012-01-07,97,53,55,36,21,6,1
"2199",2012-01-08,83,58,54,29,17,5,2
"2200",2012-01-09,124,44,65,62,17,3,1
"2201",2012-01-10,101,38,57,65,17,2,1
"2202",2012-01-11,84,35,64,56,18,2,0
"2203",2012-01-12,99,43,57,56,16,1,2
"2204",2012-01-13,114,39,70,63,24,5,1
"2205",2012-01-14,91,46,42,25,23,2,3
"2206",2012-01-15,86,34,37,43,18,9,2
"2207",2012-01-16,91,40,40,48,16,0,0
"2208",2012-01-17,112,36,59,60,17,2,0
"2209",2012-01-18,101,40,56,44,18,1,1
"2210",2012-01-19,109,35,66,60,26,3,1
"2211",2012-01-20,117,40,69,62,27,9,0
"2212",2012-01-21,64,53,44,42,20,1,1
"2213",2012-01-22,88,45,47,28,17,3,0
"2214",2012-01-23,114,47,67,60,20,2,1
"2215",2012-01-24,93,34,67,71,12,2,2
"2216",2012-01-25,105,37,70,48,20,5,1
"2217",2012-01-26,92,39,57,71,17,3,0
"2218",2012-01-27,136,46,68,61,24,3,1
"2219",2012-01-28,105,70,58,39,17,2,2
"2220",2012-01-29,96,56,70,33,20,5,1
"2221",2012-01-30,108,40,50,55,29,2,0
"2222",2012-01-31,112,43,57,52,17,3,2
"2223",2012-02-01,129,48,59,50,16,12,1
"2224",2012-02-02,97,41,58,67,23,1,2
"2225",2012-02-03,118,41,51,68,18,3,0
"2226",2012-02-04,114,53,43,42,20,4,3
"2227",2012-02-05,77,62,37,31,15,3,2
"2228",2012-02-06,116,36,53,51,15,4,2
"2229",2012-02-07,107,43,54,48,12,3,0
"2230",2012-02-08,101,39,48,59,14,1,1
"2231",2012-02-09,116,45,34,56,18,2,0
"2232",2012-02-10,138,48,36,78,29,3,0
"2233",2012-02-11,78,59,42,24,17,5,2
"2234",2012-02-12,90,52,28,28,20,5,0
"2235",2012-02-13,105,41,55,51,17,2,1
"2236",2012-02-14,109,37,49,47,19,6,0
"2237",2012-02-15,113,51,57,53,23,3,2
"2238",2012-02-16,97,39,48,48,16,1,1
"2239",2012-02-17,118,37,58,63,21,4,1
"2240",2012-02-18,116,50,56,34,29,6,1
"2241",2012-02-19,87,53,36,27,26,4,0
"2242",2012-02-20,90,30,50,36,22,3,0
"2243",2012-02-21,117,40,37,43,21,1,0
"2244",2012-02-22,101,49,50,34,17,3,0
"2245",2012-02-23,104,46,40,39,19,3,1
"2246",2012-02-24,127,36,36,66,23,1,1
"2247",2012-02-25,106,61,50,32,19,1,0
"2248",2012-02-26,81,50,42,24,17,3,1
"2249",2012-02-27,99,35,49,57,24,2,1
"2250",2012-02-28,112,42,36,42,14,7,0
"2251",2012-02-29,116,40,50,69,14,3,2
"2252",2012-03-01,138,37,55,46,16,5,0
"2253",2012-03-02,100,38,54,56,17,2,2
"2254",2012-03-03,120,54,32,30,19,2,1
